iter	Passed	Remaining
1646	16431	8509
1647	16438	8498
1648	16444	8486
1649	16450	8474
1650	16457	8462
1651	16463	8451
1652	16470	8439
1653	16476	8427
1654	16483	8416
1655	16489	8404
1656	16496	8392
1657	16502	8380
1658	16509	8369
1659	16515	8357
1660	16521	8345
1661	16528	8333
1662	16535	8322
1663	16542	8310
1664	16548	8299
1665	16555	8287
1666	16562	8276
1667	16569	8264
1668	16575	8253
1669	16582	8241
1670	16588	8229
1671	16594	8218
1672	16601	8206
1673	16608	8194
1674	16614	8183
1675	16621	8171
1676	16627	8160
1677	16634	8148
1678	16640	8137
1679	16647	8125
1680	16653	8113
1681	16660	8102
1682	16666	8090
1683	16747	8115
1684	16758	8105
1685	16768	8095
1686	16784	8088
1687	16790	8076
1688	16796	8065
1689	16802	8053
1690	16809	8041
1691	16816	8030
1692	16822	8018
1693	16829	8007
1694	16836	7996
1695	16842	7984
1696	16849	7972
1697	16855	7961
1698	16862	7949
1699	16869	7938
1700	16875	7926
1701	16881	7915
1702	16887	7903
1703	16893	7891
1704	16900	7880
1705	16906	7868
1706	16912	7856
1707	16918	7845
1708	16924	7833
1709	16931	7822
1710	16937	7810
1711	16943	7798
1712	16950	7787
1713	16956	7775
1714	16962	7764
1715	16968	7752
1716	16975	7741
1717	16981	7729
1718	16988	7718
1719	16995	7707
1720	17001	7695
1721	17007	7684
1722	17013	7672
1723	17019	7660
1724	17026	7649
1725	17032	7637
1726	17038	7626
1727	17045	7615
1728	17053	7604
1729	17065	7595
1730	17071	7584
1731	17078	7572
1732	17084	7561
1733	17091	7550
1734	17098	7539
1735	17106	7528
1736	17112	7516
1737	17118	7505
1738	17125	7494
1739	17131	7482
1740	17138	7471
1741	17145	7460
1742	17151	7449
1743	17158	7438
1744	17165	7426
1745	17171	7415
1746	17178	7404
1747	17184	7393
1748	17191	7381
1749	17198	7370
1750	17205	7359
1751	17211	7348
1752	17222	7339
1753	17230	7328
1754	17262	7327
1755	17313	7335
1756	17366	7343
1757	17376	7333
1758	17383	7322
1759	17389	7311
1760	17396	7300
1761	17402	7288
1762	17410	7278
1763	17416	7266
1764	17423	7255
1765	17430	7244
1766	17436	7233
1767	17443	7221
1768	17450	7211
1769	17456	7199
1770	17463	7188
1771	17470	7177
1772	17476	7166
1773	17483	7154
1774	17489	7143
1775	17496	7132
1776	17502	7121
1777	17509	7110
1778	17516	7099
1779	17522	7087
1780	17529	7076
1781	17536	7065
1782	17543	7054
1783	17549	7043
1784	17556	7032
1785	17562	7021
1786	17569	7010
1787	17576	6999
1788	17582	6987
1789	17588	6976
1790	17595	6965
1791	17602	6954
1792	17609	6943
1793	17616	6932
1794	17623	6921
1795	17632	6911
1796	17639	6900
1797	17646	6889
1798	17653	6878
1799	17659	6867
1800	17666	6856
1801	17673	6845
1802	17679	6834
1803	17686	6823
1804	17692	6812
1805	17699	6801
1806	17706	6790
1807	17712	6779
1808	17720	6768
1809	17727	6757
1810	17816	6778
1811	17826	6768
1812	17837	6759
1813	17855	6752
1814	17865	6742
1815	17873	6732
1816	17881	6721
1817	17888	6710
1818	17896	6700
1819	17903	6689
1820	17911	6678
1821	17919	6668
1822	17928	6657
1823	17935	6647
1824	17943	6636
1825	17950	6625
1826	17960	6616
1827	17967	6605
1828	17976	6594
1829	17983	6584
1830	17995	6575
1831	18004	6565
1832	18012	6554
1833	18020	6543
1834	18028	6533
1835	18038	6523
1836	18046	6513
1837	18054	6502
1838	18062	6492
1839	18072	6482
1840	18079	6471
1841	18087	6461
1842	18094	6450
1843	18101	6439
1844	18107	6428
1845	18114	6417
1846	18120	6406
1847	18127	6395
1848	18134	6384
1849	18140	6373
1850	18147	6362
1851	18153	6351
1852	18160	6340
1853	18166	6329
1854	18173	6318
1855	18179	6308
1856	18186	6297
1857	18192	6286
1858	18199	6275
1859	18206	6264
1860	18212	6253
1861	18219	6242
1862	18226	6231
1863	18233	6221
1864	18239	6210
1865	18246	6199
1866	18253	6188
1867	18259	6177
1868	18266	6166
1869	18272	6156
1870	18279	6145
1871	18286	6134
1872	18293	6123
1873	18300	6113
1874	18306	6102
1875	18313	6091
1876	18319	6080
1877	18326	6069
1878	18333	6059
1879	18340	6048
1880	18347	6037
1881	18353	6026
1882	18363	6017
1883	18393	6013
1884	18416	6008
1885	18431	6000
1886	18441	5990
1887	18448	5980
1888	18454	5969
1889	18461	5958
1890	18467	5947
1891	18474	5936
1892	18480	5925
1893	18486	5915
1894	18493	5904
1895	18500	5893
1896	18506	5882
1897	18512	5871
1898	18520	5861
1899	18527	5850
1900	18533	5839
1901	18540	5829
1902	18546	5818
1903	18553	5807
1904	18559	5796
1905	18566	5786
1906	18573	5775
1907	18579	5764
1908	18586	5754
1909	18592	5743
1910	18599	5732
1911	18606	5721
1912	18612	5711
1913	18619	5700
1914	18625	5689
1915	18632	5679
1916	18638	5668
1917	18645	5657
1918	18651	5647
1919	18658	5636
1920	18664	5625
1921	18670	5614
1922	18677	5604
1923	18685	5593
1924	18693	5583
1925	18699	5573
1926	18707	5562
1927	18714	5552
1928	18720	5541
1929	18727	5530
1930	18733	5520
1931	18739	5509
1932	18746	5498
1933	18752	5488
1934	18759	5477
1935	18765	5466
1936	18772	5456
1937	18778	5445
1938	18784	5434
1939	18791	5424
1940	18798	5413
1941	18994	5457
1942	19006	5448
1943	19019	5439
1944	19037	5432
1945	19051	5423
1946	19063	5414
1947	19074	5405
1948	19086	5395
1949	19094	5385
1950	19102	5375
1951	19110	5364
1952	19124	5356
1953	19132	5346
1954	19138	5335
1955	19146	5324
1956	19153	5314
1957	19159	5303
1958	19167	5293
1959	19173	5282
1960	19180	5272
1961	19187	5261
1962	19193	5250
1963	19200	5240
1964	19206	5229
1965	19213	5218
1966	19220	5208
1967	19226	5197
1968	19233	5186
1969	19239	5176
1970	19246	5165
1971	19252	5154
1972	19259	5144
1973	19265	5133
1974	19272	5123
1975	19279	5112
1976	19285	5101
1977	19292	5091
1978	19298	5080
1979	19306	5070
1980	19313	5059
1981	19320	5049
1982	19327	5038
1983	19333	5028
1984	19340	5017
1985	19347	5007
1986	19353	4996
1987	19360	4986
1988	19368	4975
1989	19374	4965
1990	19381	4954
1991	19388	4944
1992	19394	4933
1993	19401	4923
1994	19407	4912
1995	19414	4902
1996	19421	4891
1997	19454	4887
1998	19470	4879
1999	19485	4871
2000	19497	4862
2001	19508	4852
2002	19516	4842
2003	19523	4832
2004	19530	4821
2005	19536	4811
2006	19543	4800
2007	19549	4790
2008	19555	4779
2009	19562	4768
2010	19568	4758
2011	19575	4747
2012	19582	4737
2013	19589	4727
2014	19596	4716
2015	19603	4706
2016	19609	4695
2017	19616	4685
2018	19622	4674
2019	19629	4664
2020	19635	4653
2021	19642	4643
2022	19648	4632
2023	19654	4622
2024	19661	4611
2025	19668	4601
2026	19675	4591
2027	19681	4580
2028	19688	4570
2029	19696	4560
2030	19704	4550
2031	19711	4539
2032	19720	4530
2033	19728	4519
2034	19736	4509
2035	19743	4499
2036	19751	4489
2037	19758	4479
2038	19765	4468
2039	19774	4458
2040	19782	4448
2041	19790	4438
2042	19797	4428
2043	19805	4418
2044	19813	4408
2045	19821	4398
2046	19828	4388
2047	19837	4378
2048	19848	4368
2049	19860	4359
2050	19868	4349
2051	19879	4340
2052	19891	4330
2053	19901	4321
2054	19909	4311
2055	19917	4301
2056	19923	4290
2057	19930	4280
2058	19938	4270
2059	19944	4260
2060	19952	4249
2061	19960	4239
2062	19968	4229
2063	19983	4221
2064	20077	4229
2065	20089	4220
2066	20098	4210
2067	20108	4200
2068	20121	4191
2069	20129	4181
2070	20135	4170
2071	20142	4160
2072	20148	4150
2073	20155	4139
2074	20161	4129
2075	20168	4119
2076	20174	4108
2077	20181	4098
2078	20188	4088
2079	20194	4077
2080	20200	4067
2081	20207	4056
2082	20213	4046
2083	20219	4036
2084	20225	4025
2085	20232	4015
2086	20238	4005
2087	20245	3994
2088	20251	3984
2089	20258	3974
2090	20265	3963
2091	20271	3953
2092	20278	3943
2093	20284	3932
2094	20291	3922
2095	20297	3912
2096	20303	3901
2097	20309	3891
2098	20316	3881
2099	20323	3871
2100	20330	3860
2101	20336	3850
2102	20342	3840
2103	20350	3830
2104	20361	3820
2105	20382	3813
2106	20388	3802
2107	20395	3792
2108	20402	3782
2109	20410	3772
2110	20416	3762
2111	20423	3752
2112	20430	3741
2113	20436	3731
2114	20443	3721
2115	20449	3711
2116	20456	3700
2117	20462	3690
2118	20469	3680
2119	20475	3670
2120	20482	3659
2121	20488	3649
2122	20495	3639
2123	20501	3629
2124	20527	3622
2125	20540	3613
2126	20552	3604
2127	20567	3595
2128	20581	3586
2129	20591	3576
2130	20597	3566
2131	20604	3556
2132	20611	3546
2133	20617	3536
2134	20623	3525
2135	20630	3515
2136	20636	3505
2137	20643	3495
2138	20650	3485
2139	20656	3474
2140	20663	3464
2141	20669	3454
2142	20676	3444
2143	20682	3434
2144	20689	3424
2145	20695	3413
2146	20701	3403
2147	20708	3393
2148	20714	3383
2149	20721	3373
2150	20727	3363
2151	20734	3352
2152	20740	3342
2153	20747	3332
2154	20754	3322
2155	20760	3312
2156	20767	3302
2157	20774	3292
2158	20781	3282
2159	20788	3272
2160	20794	3262
2161	20801	3251
2162	20807	3241
2163	20813	3231
2164	20820	3221
2165	20827	3211
2166	20834	3201
2167	20840	3191
2168	20847	3181
2169	20853	3171
2170	20860	3161
2171	20867	3151
2172	20873	3141
2173	20880	3131
2174	20887	3121
2175	20896	3111
2176	20903	3101
2177	20910	3091
2178	20931	3083
2179	20957	3076
2180	20982	3068
2181	21005	3061
2182	21023	3052
2183	21040	3044
2184	21052	3035
2185	21060	3025
2186	21165	3029
2187	21176	3019
2188	21186	3010
2189	21196	3000
2190	21207	2990
2191	21217	2981
2192	21228	2971
2193	21250	2963
2194	21258	2953
2195	21266	2943
2196	21274	2934
2197	21281	2924
2198	21289	2914
2199	21297	2904
2200	21305	2894
2201	21313	2884
2202	21320	2874
2203	21328	2864
2204	21336	2854
2205	21344	2844
2206	21351	2834
2207	21360	2824
2208	21367	2814
2209	21376	2805
2210	21383	2795
2211	21390	2785
2212	21398	2775
2213	21405	2765
2214	21412	2755
2215	21418	2745
2216	21425	2734
2217	21432	2724
2218	21438	2714
2219	21445	2704
2220	21451	2694
2221	21459	2684
2222	21468	2675
2223	21475	2665
2224	21482	2655
2225	21492	2645
2226	21498	2635
2227	21505	2625
2228	21512	2615
2229	21520	2605
2230	21527	2595
2231	21534	2585
2232	21542	2575
2233	21553	2566
2234	21561	2556
2235	21573	2547
2236	21580	2537
2237	21591	2527
2238	21601	2518
2239	21609	2508
2240	21619	2498
2241	21626	2488
2242	21638	2479
2243	21644	2469
2244	21672	2461
2245	21709	2455
2246	21726	2446
2247	21743	2437
2248	21751	2427
2249	21760	2417
2250	21770	2408
2251	21778	2398
2252	21787	2388
2253	21794	2378
2254	21802	2368
2255	21808	2358
2256	21816	2348
2257	21840	2340
2258	21851	2331
2259	21857	2321
2260	21864	2311
2261	21870	2301
2262	21877	2291
2263	21885	2281
2264	21891	2271
2265	21899	2261
2266	21906	2251
2267	21913	2241
2268	21920	2231
2269	21927	2221
2270	21934	2211
2271	21940	2201
2272	21947	2191
2273	21953	2181
2274	21962	2172
2275	21969	2162
2276	21977	2152
2277	21984	2142
2278	21990	2132
2279	21997	2122
2280	22003	2112
2281	22010	2102
2282	22017	2092
2283	22023	2082
2284	22030	2072
2285	22037	2062
2286	22045	2053
2287	22051	2043
2288	22058	2033
2289	22065	2023
2290	22071	2013
2291	22078	2003
2292	22084	1993
2293	22091	1983
2294	22097	1973
2295	22104	1964
2296	22111	1954
2297	22118	1944
2298	22125	1934
2299	22131	1924
2300	22138	1914
2301	22145	1904
2302	22216	1900
2303	22262	1893
2304	22271	1884
2305	22282	1874
2306	22292	1864
2307	22305	1855
2308	22314	1845
2309	22321	1835
2310	22327	1826
2311	22333	1816
2312	22339	1806
2313	22346	1796
2314	22353	1786
2315	22359	1776
2316	22366	1766
2317	22372	1756
2318	22378	1746
2319	22385	1736
2320	22391	1726
2321	22398	1716
2322	22404	1707
2323	22411	1697
2324	22417	1687
2325	22424	1677
2326	22430	1667
2327	22436	1657
2328	22443	1647
2329	22450	1637
2330	22456	1628
2331	22467	1618
2332	22477	1608
2333	22484	1599
2334	22490	1589
2335	22497	1579
2336	22504	1569
2337	22510	1559
2338	22517	1549
2339	22523	1540
2340	22530	1530
2341	22537	1520
2342	22543	1510
2343	22550	1500
2344	22556	1490
2345	22563	1481
2346	22569	1471
2347	22575	1461
2348	22582	1451
2349	22588	1441
2350	22595	1432
2351	22601	1422
2352	22608	1412
2353	22616	1402
2354	22623	1392
2355	22630	1383
2356	22636	1373
2357	22643	1363
2358	22650	1353
2359	22656	1344
2360	22663	1334
2361	22670	1324
2362	22676	1314
2363	22683	1304
2364	22689	1295
2365	22696	1285
2366	22703	1275
2367	22709	1265
2368	22715	1256
2369	22722	1246
2370	22729	1236
2371	22735	1226
2372	22742	1217
2373	22749	1207
2374	22755	1197
2375	22762	1187
2376	22776	1178
2377	22789	1169
2378	22801	1159
2379	22813	1150
2380	22826	1140
2381	22838	1131
2382	22844	1121
2383	22851	1111
2384	22857	1102
2385	22864	1092
2386	22870	1082
2387	22877	1072
2388	22883	1063
2389	22889	1053
2390	22896	1043
2391	22903	1034
2392	22909	1024
2393	22916	1014
2394	22922	1004
2395	22929	995
2396	22936	985
2397	22945	976
2398	22955	966
2399	22962	956
2400	22968	947
2401	22975	937
2402	22981	927
2403	22988	917
2404	22994	908
2405	23001	898
2406	23007	888
2407	23014	879
2408	23021	869
2409	23027	859
2410	23034	850
2411	23040	840
2412	23046	830
2413	23053	821
2414	23059	811
2415	23066	801
2416	23072	792
2417	23082	782
2418	23089	773
2419	23095	763
2420	23102	753
2421	23108	744
2422	23115	734
2423	23121	724
2424	23127	715
2425	23134	705
2426	23140	696
2427	23147	686
2428	23153	676
2429	23160	667
2430	23167	657
2431	23173	647
2432	23179	638
2433	23186	628
2434	23192	619
2435	23199	609
2436	23206	599
2437	23213	590
2438	23223	580
2439	23232	571
2440	23312	563
2441	23360	554
2442	23369	545
2443	23378	535
2444	23388	526
2445	23457	517
2446	23490	508
2447	23530	499
2448	23553	490
2449	23576	481
2450	23596	471
2451	23628	462
2452	23663	453
2453	23692	444
2454	23713	434
2455	23733	425
2456	23758	415
2457	23787	406
2458	23825	397
2459	23846	387
2460	23864	378
2461	23877	368
2462	23889	358
2463	23901	349
2464	23912	339
2465	23975	330
2466	23988	320
2467	24001	311
2468	24013	301
2469	24025	291
2470	24036	282
2471	24042	272
2472	24048	262
2473	24055	252
2474	24062	243
2475	24068	233
2476	24075	223
2477	24081	213
2478	24088	204
2479	24094	194
2480	24101	184
2481	24108	174
2482	24115	165
2483	24121	155
2484	24128	145
2485	24135	135
2486	24142	126
2487	24148	116
2488	24155	106
2489	24161	97
2490	24168	87
2491	24174	77
2492	24181	67
2493	24188	58
2494	24194	48
2495	24201	38
2496	24207	29
2497	24213	19
2498	24220	9
2499	24226	0
