iter	MultiClass
144	0.1510243719
145	0.1509683173
146	0.1507714556
147	0.1507168752
148	0.1505381926
149	0.150464835
150	0.1503043235
151	0.1502348162
152	0.1501825372
153	0.150095824
154	0.1499152155
155	0.1498343183
156	0.1497059064
157	0.1495390997
158	0.149498372
159	0.1494538093
160	0.1493698971
161	0.1493433386
162	0.1493141214
163	0.1491809844
164	0.1491239452
165	0.149033722
166	0.1490037531
167	0.1489682582
168	0.14892485
169	0.1488755687
170	0.1488448263
171	0.1486534159
172	0.1485688912
173	0.1483086508
174	0.1482805992
175	0.1482439753
176	0.1481914854
177	0.1481788718
178	0.148098597
179	0.1480256019
180	0.1479922457
181	0.1479541221
182	0.147941672
183	0.1478830121
184	0.147821707
185	0.1477614396
186	0.1476639447
187	0.147651299
188	0.1476175174
189	0.1475708238
190	0.1475284033
191	0.1474835548
192	0.1474236806
193	0.1472079213
194	0.1471600146
195	0.1471001815
196	0.1470494243
197	0.1469830588
198	0.1469092106
199	0.1467555636
200	0.1467324938
201	0.1466865815
202	0.1466483078
203	0.1466023915
204	0.1465594227
205	0.1465029683
206	0.1464775369
207	0.1464567121
208	0.1463869641
209	0.1463406597
210	0.1463131042
211	0.1462866363
212	0.1462652897
213	0.1462002931
214	0.1461200574
215	0.1460745996
216	0.14603304
217	0.1459949726
218	0.1459583113
219	0.145939478
220	0.1459246273
221	0.145881948
222	0.1457927562
223	0.1457327944
224	0.1457244161
225	0.1456706577
226	0.1456571637
227	0.1456300515
228	0.1455795959
229	0.1455370131
230	0.1454875268
231	0.1454693086
232	0.1453934095
233	0.1453627712
234	0.1452123818
235	0.1450495459
236	0.1450186694
237	0.1449728192
238	0.1449394347
239	0.1448067812
240	0.1447941282
241	0.1447738443
242	0.1447281527
243	0.1447026646
244	0.1446899983
245	0.144649147
246	0.1446235885
247	0.1445548646
248	0.1445328441
249	0.1444634285
250	0.144430866
251	0.1443862774
252	0.1443557079
253	0.1443312243
254	0.1442831856
255	0.144226468
256	0.1441996898
257	0.1441266936
258	0.144073186
259	0.1440658781
260	0.1440549494
261	0.1440161308
262	0.1439632
263	0.1439038095
264	0.1438769728
265	0.1438546607
266	0.1438192899
267	0.1437773828
268	0.1437241867
269	0.1436760254
270	0.1435381384
271	0.1434682872
272	0.1434472569
273	0.1433843155
274	0.1433739499
275	0.1433527466
276	0.1433127899
277	0.1433031238
278	0.1432925519
279	0.1431530913
280	0.1431204378
281	0.1430973767
282	0.143082452
283	0.14305669
284	0.1430353737
285	0.1429684863
286	0.142959434
287	0.1429403298
288	0.1429177177
289	0.1428598235
290	0.1428237539
291	0.1428090485
292	0.1427818538
293	0.1427759992
294	0.1427478194
295	0.1427213601
296	0.142709201
297	0.142635643
298	0.1426155936
299	0.1425475476
300	0.1424785673
301	0.1424610246
302	0.1424420457
303	0.1424028869
304	0.1423713411
305	0.1423498905
306	0.1423208625
307	0.1423174985
308	0.1422995026
309	0.1422876064
310	0.142252184
311	0.1422366832
312	0.1422139788
313	0.1421857447
314	0.1421311145
315	0.1419923882
316	0.1419657887
317	0.141921786
318	0.1418088423
319	0.1417859125
320	0.1417415047
321	0.1416858412
322	0.1416667393
323	0.1416518005
324	0.1416431187
325	0.1416175346
326	0.1415909684
327	0.1415694716
328	0.1415408985
329	0.1415108294
330	0.1414991982
331	0.1414563673
332	0.1414309312
333	0.1414272987
334	0.1413768652
335	0.1413496017
336	0.1413420525
337	0.1413138785
338	0.141198321
339	0.1411730083
340	0.1411281284
341	0.1411113539
342	0.1410610858
343	0.1410228024
344	0.1410076971
345	0.1409194148
346	0.140866814
347	0.140843897
348	0.1408302836
349	0.1408082869
350	0.1407791491
351	0.140744606
352	0.1407050239
353	0.1405859074
354	0.1405530656
355	0.140500774
356	0.1404807806
357	0.1403830942
358	0.1403172466
359	0.1402957755
360	0.1402869339
361	0.1402812525
362	0.1402322829
363	0.1401828159
364	0.1401398458
365	0.1400456699
366	0.1400369162
367	0.1399957788
368	0.1399286271
369	0.1398980126
370	0.1398765097
371	0.1398298948
372	0.1398100789
373	0.1397883135
374	0.1397648227
375	0.1397458659
376	0.1397186723
377	0.1396985033
378	0.1396621793
379	0.139647893
380	0.1396420792
381	0.139621364
382	0.139604247
383	0.1395606033
384	0.1395359549
385	0.1395034474
386	0.1394768393
387	0.13944327
388	0.1394217786
389	0.1394146564
390	0.1392991335
391	0.1392884404
392	0.1392615822
393	0.139212612
394	0.1391964829
395	0.1391876366
396	0.1391774226
397	0.1391451567
398	0.1390172492
399	0.1390026978
400	0.1389893153
401	0.1389691038
402	0.1388868717
403	0.1388728238
404	0.1388459214
405	0.138792816
406	0.1387750637
407	0.1387624602
408	0.138750447
409	0.1387160411
410	0.138701746
411	0.13867246
412	0.1386394746
413	0.1385975646
414	0.1385279688
415	0.1385044382
416	0.1384877092
417	0.1384741932
418	0.1384623431
419	0.1383854223
420	0.1383245587
421	0.1383063651
422	0.1382719597
423	0.1382488449
424	0.1382420864
425	0.1382141166
426	0.1381318938
427	0.1381131124
428	0.1380842792
429	0.1380723676
430	0.1380562638
431	0.1380427881
432	0.1379813078
433	0.1379689797
434	0.137943702
435	0.1379137177
436	0.1378961688
437	0.1378390747
438	0.1378155371
439	0.1377889816
440	0.1377686874
441	0.1377199215
442	0.1377142531
443	0.1376885093
444	0.1376702624
445	0.1376580122
446	0.1376302409
447	0.1376135156
448	0.1375911627
449	0.1375620808
450	0.1375517135
451	0.1375127602
452	0.1374790048
453	0.1374666548
454	0.1374388163
455	0.1374135079
456	0.1373824232
457	0.1373536127
458	0.1373481547
459	0.1372771376
460	0.1372647192
461	0.1372300889
462	0.1372244621
463	0.1371908606
464	0.1371475712
465	0.1371369636
466	0.1371014167
467	0.1370872493
468	0.1370471558
469	0.1369776285
470	0.1369529122
471	0.1369336437
472	0.136894029
473	0.1368699661
474	0.136847565
475	0.136822497
476	0.1368153704
477	0.1368034951
478	0.1367808156
479	0.1367702154
480	0.1367610796
481	0.1367241652
482	0.1366715698
483	0.1366540785
484	0.136605603
485	0.1365982083
486	0.1365550818
487	0.1364908025
488	0.1364536616
489	0.1364286839
490	0.1363854542
491	0.1363468714
492	0.1363423698
493	0.1363156424
494	0.1362707039
495	0.1362521492
496	0.1362289407
497	0.1361677012
498	0.136138397
499	0.1361334909
500	0.1361082078
501	0.1360933728
502	0.1360869329
503	0.1360520082
504	0.1360128555
505	0.1360047219
506	0.1359741964
507	0.1359225881
508	0.1358920209
509	0.1358490517
510	0.1358426484
511	0.1358273991
512	0.1357923597
513	0.135660729
514	0.1356541221
515	0.1356146048
516	0.1355859558
517	0.1355748958
518	0.1354933535
519	0.1354774716
520	0.1354521287
521	0.1354367484
522	0.1354257616
523	0.1353812354
524	0.1353465216
525	0.1352917597
526	0.1352786871
527	0.1352416713
528	0.1352167139
529	0.1351933638
530	0.135118777
531	0.1350816821
532	0.1350660403
533	0.1350550587
534	0.1350129747
535	0.134996601
536	0.134981001
537	0.1349603518
538	0.1349236273
539	0.1348967023
540	0.1348941094
541	0.134884259
542	0.1348675273
543	0.1347920083
544	0.1347746218
545	0.1347437101
546	0.1347130912
547	0.1346973775
548	0.1346565195
549	0.1346443035
550	0.134615344
551	0.134585177
552	0.1345687392
553	0.1345496532
554	0.1345129052
555	0.1344900644
556	0.1344598985
557	0.1344349516
558	0.1344163996
559	0.1343949483
560	0.134363389
561	0.1343272971
562	0.1343170614
563	0.134291298
564	0.1342728254
565	0.1342319612
566	0.1342217896
567	0.1341950065
568	0.1341873878
569	0.1341656304
570	0.1341329692
571	0.1340869869
572	0.1340767709
573	0.1340352047
574	0.1340247553
575	0.1339798331
576	0.133953508
577	0.1339459083
578	0.1339247268
579	0.1339090115
580	0.1338886176
581	0.1338756591
582	0.133857842
583	0.1338347623
584	0.1338072862
585	0.1337906458
586	0.1337648664
587	0.1337496921
588	0.133729453
589	0.133688883
590	0.1336589172
591	0.1335698497
592	0.1335515883
593	0.133514122
594	0.1334952196
595	0.1334694023
596	0.1334606906
597	0.1334399362
598	0.1334220029
599	0.1333973893
600	0.1333681755
601	0.1333484477
602	0.1333215967
603	0.1332650508
604	0.1332224507
605	0.1332065945
606	0.1331890391
607	0.13315243
608	0.1331420754
609	0.1331244522
610	0.1330756655
611	0.1330427047
612	0.1330173534
613	0.1329984143
614	0.1329646838
615	0.1329327318
616	0.1329286085
617	0.132874695
618	0.1328618905
619	0.1328367703
620	0.1328314767
621	0.1327948258
622	0.1327565541
623	0.1327237424
624	0.1326908108
625	0.1326707967
626	0.1326499974
627	0.1326189708
628	0.1326047127
629	0.13257574
630	0.1325695455
631	0.1325565682
632	0.132519495
633	0.1325071601
634	0.1324971137
635	0.1324782275
636	0.1324575664
637	0.1324453658
638	0.1324301478
639	0.1324170587
640	0.1324009511
641	0.1323344126
642	0.1323142053
643	0.1323049321
644	0.1322623512
645	0.1322494087
646	0.1322396211
647	0.1321962021
648	0.132181389
649	0.1321367135
650	0.1321298836
651	0.132073753
652	0.132062168
653	0.1320487379
654	0.1320187891
655	0.131995811
656	0.1319701424
657	0.1319070361
658	0.1318783911
659	0.1318311999
660	0.131823411
661	0.1318125046
662	0.1318019073
663	0.1317956128
664	0.1317392793
665	0.1317260249
666	0.1316908545
667	0.1316778061
668	0.1316698208
669	0.1316495522
670	0.1316310622
671	0.1316135187
672	0.1316102693
673	0.1315870323
674	0.1315764271
675	0.131555291
676	0.1315401989
677	0.1315338267
678	0.1315118249
679	0.1314948255
680	0.1314823167
681	0.1314575804
682	0.1314061934
683	0.1313972083
684	0.1313481012
685	0.1313279513
686	0.1312769901
687	0.1312638258
688	0.1312592353
689	0.1312391816
690	0.1312280491
691	0.1312091527
692	0.1311721155
693	0.1311526546
694	0.1310965683
695	0.1310859265
696	0.1310626106
697	0.1310547638
698	0.1310320071
699	0.1310131204
700	0.1309836648
701	0.1309765503
702	0.1309539406
703	0.130942242
704	0.1308982814
705	0.1308768399
706	0.1307955273
707	0.1307347908
708	0.130678741
709	0.1306459142
710	0.1306213552
711	0.1306169105
712	0.1305976663
713	0.1305953226
714	0.1305836653
715	0.1305575601
716	0.1305445662
717	0.1305178105
718	0.1304711227
719	0.130462163
720	0.1304424155
721	0.1304276605
722	0.1304040966
723	0.1303795539
724	0.1303629585
725	0.1303376501
726	0.1303244741
727	0.1303057567
728	0.1302859556
729	0.1302813531
730	0.1302709105
731	0.1302522661
732	0.1302357996
733	0.1302143676
734	0.130197125
735	0.1301783078
736	0.1301680227
737	0.1301580905
738	0.1301485669
739	0.1301176616
740	0.1301112276
741	0.1301000045
742	0.1300934331
743	0.1300852196
744	0.1300609349
745	0.1300410607
746	0.1299600937
747	0.1299493162
748	0.1299284342
749	0.1299126944
750	0.1298842336
751	0.1298718652
752	0.1298573946
753	0.1298398374
754	0.1298239774
755	0.1297976679
756	0.1297766733
757	0.1297658559
758	0.1297516663
759	0.1297215752
760	0.1297106066
761	0.1296802983
762	0.1296633376
763	0.1296528082
764	0.129625639
765	0.1295807566
766	0.1295421848
767	0.1295170169
768	0.1294716594
769	0.1294204617
770	0.1293900614
771	0.1293813356
772	0.1293716836
773	0.1293582465
774	0.1293360692
775	0.1293168368
776	0.1292953295
777	0.129275215
778	0.1292462902
779	0.1292263468
780	0.1292119635
781	0.1292009871
782	0.1291898191
783	0.1291838928
784	0.1291711405
785	0.1291476519
786	0.1291215509
787	0.1290979219
788	0.1290742894
789	0.1290626361
790	0.1290244642
791	0.1290113885
792	0.1289842917
793	0.1289536532
794	0.1289214589
795	0.1288900784
796	0.1288749695
797	0.1288672368
798	0.1288533331
799	0.1288015527
800	0.1287890752
801	0.1287518141
802	0.1287181454
803	0.1286915638
804	0.1286727327
805	0.1286526829
806	0.1286463117
807	0.1286224499
808	0.1286160126
809	0.128604352
810	0.12859102
811	0.1285693793
812	0.1285594773
813	0.1285432509
814	0.128532445
815	0.1285141875
816	0.1285022961
817	0.1284875531
818	0.1284828018
819	0.1284720709
820	0.1284445183
821	0.128431431
822	0.1283984444
823	0.1283898236
824	0.1283827306
825	0.1283713788
826	0.1283326393
827	0.1283200495
828	0.1283104021
829	0.12829557
830	0.1282813704
831	0.128277194
832	0.1282559147
833	0.1282279584
834	0.1281912779
835	0.1281744248
836	0.1281353603
837	0.1280974672
838	0.128084352
839	0.1280700728
840	0.1280520466
841	0.1280431747
842	0.1280355628
843	0.1280313403
844	0.1280057185
845	0.1279907968
846	0.1279877833
847	0.1279697531
848	0.1279561308
849	0.1279409288
850	0.1279273377
851	0.1278966481
852	0.1278556372
853	0.1278365209
854	0.1278327017
855	0.1278284015
856	0.1278055088
857	0.1277919916
858	0.1277691355
859	0.1277533919
860	0.1277365141
861	0.1277224769
862	0.1277041619
863	0.1276928454
864	0.1276825616
865	0.1276755421
866	0.1276525767
867	0.1276371013
868	0.1276261772
869	0.1276119245
870	0.1275758296
871	0.1275667864
872	0.1275614223
873	0.1275434085
874	0.1275296907
875	0.1275073099
876	0.127475749
877	0.1274510078
878	0.1274396479
879	0.1274190852
880	0.1273601355
881	0.1273396945
882	0.1273204285
883	0.1273121276
884	0.1272753136
885	0.1272561059
886	0.1272297648
887	0.12721653
888	0.1272056895
889	0.1271928816
890	0.1271643744
891	0.1271320816
892	0.1271179248
893	0.1270987491
894	0.1270786806
895	0.12703991
896	0.127030365
897	0.1269965731
898	0.1269753529
899	0.1269565597
900	0.1269300098
901	0.1269003989
902	0.1268779903
903	0.1268650121
904	0.1268088905
905	0.1267915512
906	0.1267734867
907	0.1267693612
908	0.1267462666
909	0.1267368456
910	0.1266726559
911	0.1266445271
912	0.1266365088
913	0.1266321966
914	0.1266177037
915	0.1265973344
916	0.1265893521
917	0.126557456
918	0.1265340495
919	0.1264591079
920	0.1264493108
921	0.1264235727
922	0.1264073859
923	0.1263707418
924	0.12636427
925	0.1263370281
926	0.1263093324
927	0.1262911528
928	0.1262723002
929	0.126233589
930	0.1262196535
931	0.1261940367
932	0.1261659347
933	0.1261569742
934	0.1261049617
935	0.1260482928
936	0.1260377052
937	0.1260235356
938	0.1260055775
939	0.1259846744
940	0.1259743847
941	0.125968027
942	0.1259461367
943	0.1259108206
944	0.1258925973
945	0.125879759
946	0.1258664667
947	0.1258200669
948	0.1258150253
949	0.1258100831
950	0.1258064337
951	0.1257931948
952	0.1257746651
953	0.125754905
954	0.1257375417
955	0.1257087411
956	0.125707721
957	0.1256922456
958	0.1256783501
959	0.1256647045
960	0.1256600507
961	0.1256107434
962	0.1255426807
963	0.1255280438
964	0.1254799739
965	0.1254286833
966	0.1254023911
967	0.1253897502
968	0.1253727057
969	0.1253657511
970	0.125356101
971	0.1253494534
972	0.1253313116
973	0.1253194314
974	0.125303453
975	0.1252977948
976	0.1252651533
977	0.1252301933
978	0.1251883544
979	0.1251834734
980	0.1251527808
981	0.1251390523
982	0.1251225341
983	0.1251022213
984	0.1250729933
985	0.1250700678
986	0.1250629549
987	0.1250563161
988	0.1250498649
989	0.1250354504
990	0.1250164598
991	0.1250007523
992	0.1249967077
993	0.1249887117
994	0.1249554541
995	0.1249406688
996	0.124911421
997	0.1249022992
998	0.1248580325
999	0.1248255055
1000	0.124822199
1001	0.1248197741
1002	0.1248091134
1003	0.1247987397
1004	0.1247607223
1005	0.1247496367
1006	0.1247177253
1007	0.1246975825
1008	0.1246727104
1009	0.124665854
1010	0.1246052695
1011	0.1245784486
1012	0.1245738886
1013	0.1245561002
1014	0.1245244949
1015	0.1245142173
1016	0.1245099088
1017	0.1244825823
1018	0.1244661403
1019	0.1244261587
1020	0.1244004256
1021	0.1243860993
1022	0.1243769223
1023	0.1243648648
1024	0.1243615453
1025	0.1243561679
1026	0.1243408784
1027	0.1243221852
1028	0.1243099123
1029	0.124273936
1030	0.1242681816
1031	0.1242361842
1032	0.1242170364
1033	0.1241936669
1034	0.1241609965
1035	0.1241438684
1036	0.1241102944
1037	0.1240894616
1038	0.1240787807
1039	0.1240382391
1040	0.1240099436
1041	0.1240033433
1042	0.1239984532
1043	0.1239802301
1044	0.123962114
1045	0.1239510694
1046	0.1239237432
1047	0.1239004972
1048	0.1238816692
1049	0.1238562953
1050	0.1238485743
1051	0.1238444876
1052	0.1238217318
1053	0.1237967428
1054	0.1237920468
1055	0.123758587
1056	0.123737768
1057	0.1237056846
1058	0.1236739403
1059	0.1236553089
1060	0.1236444762
1061	0.123640065
1062	0.1236092313
1063	0.123597219
1064	0.1235762504
1065	0.1235636864
1066	0.1235368464
1067	0.1234879636
1068	0.123466744
1069	0.123455381
1070	0.1234391977
1071	0.123428552
1072	0.123378388
1073	0.1233740943
1074	0.1233528377
1075	0.1233439228
1076	0.123338777
1077	0.1233324886
1078	0.1232791644
1079	0.1232715746
1080	0.1232509132
1081	0.123239984
1082	0.1232108357
1083	0.123155548
1084	0.1231509099
1085	0.1231330687
1086	0.12312687
1087	0.1230929352
1088	0.1230833685
1089	0.1230556771
1090	0.1230408422
1091	0.1230101181
1092	0.1229974736
1093	0.1229837269
1094	0.1229685282
1095	0.122944771
1096	0.1229230201
1097	0.1229062529
1098	0.1228867845
1099	0.122868336
1100	0.12284887
1101	0.1228393446
1102	0.1228118131
1103	0.1228046215
1104	0.1227916464
1105	0.1227743327
1106	0.122770183
1107	0.1227606191
1108	0.1227380039
1109	0.1227091091
1110	0.1226980186
1111	0.1226633393
1112	0.1226576236
1113	0.1226474467
1114	0.1226314996
1115	0.1226113092
1116	0.1225807752
1117	0.1225765216
1118	0.1225498609
1119	0.1225311193
1120	0.122511572
1121	0.1225044457
1122	0.1224865899
1123	0.1224733605
1124	0.1224489572
1125	0.1224171362
1126	0.1223989905
1127	0.1223610155
1128	0.1223178755
1129	0.1222899197
1130	0.1222789794
1131	0.1222470837
1132	0.1222296714
1133	0.1222215709
1134	0.1222153293
1135	0.1222086914
1136	0.122195595
1137	0.1221927859
1138	0.1221826701
1139	0.122161122
1140	0.1221564225
1141	0.1221507652
1142	0.1221305943
1143	0.122090982
1144	0.12207637
1145	0.1220534939
1146	0.122033983
1147	0.1220127593
1148	0.1219945688
1149	0.1219772753
1150	0.1219640128
1151	0.1219559226
1152	0.1219384747
1153	0.121932425
1154	0.1219215764
1155	0.1218977097
1156	0.1218250818
1157	0.1218109679
1158	0.1217902674
1159	0.1217802276
1160	0.1217699707
1161	0.1217644445
1162	0.121750969
1163	0.1217288398
1164	0.1217145843
1165	0.1217072796
1166	0.1216758357
1167	0.1216449404
1168	0.1216350113
1169	0.1216278293
1170	0.1216140438
1171	0.1216057294
1172	0.1215931837
1173	0.1215763597
1174	0.1215709315
1175	0.121548386
1176	0.1215446696
1177	0.1215254074
1178	0.1215021663
1179	0.1214387813
1180	0.1214308014
1181	0.121425296
1182	0.1214104995
1183	0.1214033544
1184	0.121394522
1185	0.1213860901
1186	0.1213789252
1187	0.1213471458
1188	0.1213100692
1189	0.1212859032
1190	0.1212494785
1191	0.1212269972
1192	0.1211893402
1193	0.121165698
1194	0.1211594303
1195	0.1211555432
1196	0.1211510763
1197	0.121122017
1198	0.1210996569
1199	0.1210825032
1200	0.1210550978
1201	0.1209965733
1202	0.1209835836
1203	0.1209712038
1204	0.1209467967
1205	0.120922295
1206	0.1209076055
1207	0.1208717852
1208	0.1208579195
1209	0.1208385734
1210	0.120824141
1211	0.1208133599
1212	0.1208027081
1213	0.1207898322
1214	0.1207742614
1215	0.1207592506
1216	0.1207570735
1217	0.1207453011
1218	0.1207400853
1219	0.1207326348
1220	0.1207124631
1221	0.1207040495
1222	0.1206820536
1223	0.1206686665
1224	0.1206157002
1225	0.120588748
1226	0.1205599647
1227	0.1205463743
1228	0.1205132562
1229	0.1204856252
1230	0.1204747193
1231	0.1204450427
1232	0.1204338007
1233	0.1204192456
1234	0.1204107527
1235	0.1203869294
1236	0.120377398
1237	0.120360198
1238	0.1203374547
1239	0.1203296717
1240	0.12032073
1241	0.1203016261
1242	0.1202999362
1243	0.1202920638
1244	0.1202843475
1245	0.1202669278
1246	0.1202613391
1247	0.1202207343
1248	0.1201986737
1249	0.1201817997
1250	0.1201508779
1251	0.1201429814
1252	0.1201295033
1253	0.1201141674
1254	0.1201108311
1255	0.1201025603
1256	0.120094068
1257	0.1200774772
1258	0.1200548763
1259	0.1200418883
1260	0.1200139208
1261	0.1200086454
1262	0.1200000836
1263	0.1199807499
1264	0.1199708101
1265	0.1199640279
1266	0.1199485584
1267	0.119917735
1268	0.1199056166
1269	0.1198838879
1270	0.1198686447
1271	0.119848331
1272	0.1198335801
1273	0.1198187873
1274	0.1198047239
1275	0.1197946107
1276	0.1197848013
1277	0.1197543803
1278	0.1197348601
1279	0.1197186985
1280	0.1197070273
1281	0.1196873197
1282	0.1196784635
1283	0.1196639665
1284	0.119642919
1285	0.1196363569
1286	0.1196199045
1287	0.1195916201
1288	0.1195739088
1289	0.1195417704
1290	0.1195364215
1291	0.1195262909
1292	0.1195126936
1293	0.119490905
1294	0.1194701109
1295	0.1194502244
1296	0.1194330046
1297	0.11941672
1298	0.1194051515
1299	0.119394859
1300	0.1193837325
1301	0.1193681659
1302	0.1193456843
1303	0.1193246343
1304	0.1193123377
1305	0.1193093309
1306	0.119300848
1307	0.1192947802
1308	0.1192922517
1309	0.1192807269
1310	0.1192649665
1311	0.1192542525
1312	0.1192398953
1313	0.1192165439
1314	0.1191872629
1315	0.1191727278
1316	0.1191667864
1317	0.1191553651
1318	0.1191421858
1319	0.1191409746
1320	0.119116264
1321	0.1190896134
1322	0.1190682232
1323	0.1190533056
1324	0.1190377699
1325	0.1190285871
1326	0.1190101908
1327	0.1190003916
1328	0.1189927582
1329	0.1189880239
1330	0.1189850091
1331	0.1189521608
1332	0.1189418054
1333	0.1189319834
1334	0.1189212305
1335	0.1188988661
1336	0.1188851605
1337	0.1188641275
1338	0.1188571488
1339	0.1188354437
1340	0.1188336419
1341	0.1188218673
1342	0.1187995941
1343	0.1187901529
1344	0.1187647572
1345	0.1187586761
1346	0.1187374296
1347	0.1187144808
1348	0.1186786603
1349	0.1186625948
1350	0.1186499789
1351	0.118621574
1352	0.118601581
1353	0.1185965218
1354	0.1185741887
1355	0.1185683971
1356	0.1185478554
1357	0.1185347603
1358	0.1185253475
1359	0.1185095558
1360	0.1184998155
1361	0.1184835046
1362	0.1184507679
1363	0.1184363311
1364	0.1184201389
1365	0.11841544
1366	0.1184105377
1367	0.1183948779
1368	0.1183851851
1369	0.1183643447
1370	0.1183540094
1371	0.1183249688
1372	0.1183077265
1373	0.1182880656
1374	0.1182778179
1375	0.1182610655
1376	0.1182526278
1377	0.1182428163
1378	0.1182423324
1379	0.1182176371
1380	0.1181944749
1381	0.118180346
1382	0.1181678169
1383	0.1181237096
1384	0.1180808143
1385	0.1180235262
1386	0.1180105948
1387	0.1179837067
1388	0.1179686233
1389	0.1179582125
1390	0.1179454043
1391	0.1179310762
1392	0.1179120701
1393	0.1179082304
1394	0.1178933599
1395	0.1178628156
1396	0.1178588262
1397	0.1178440226
1398	0.1178144924
1399	0.1177995953
1400	0.1177891818
1401	0.1177758053
1402	0.1177565718
1403	0.117745421
1404	0.117736194
1405	0.1177318762
1406	0.1177270279
1407	0.1177150856
1408	0.1177068468
1409	0.1177003954
1410	0.1176786346
1411	0.1176077434
1412	0.1175995979
1413	0.1175775434
1414	0.1175673233
1415	0.1175614321
1416	0.1175260657
1417	0.1175124771
1418	0.1175056304
1419	0.1174954594
1420	0.1174913835
1421	0.1174765473
1422	0.1174610023
1423	0.11743083
1424	0.1174205133
1425	0.1173970209
1426	0.1173780514
1427	0.1173618952
1428	0.1173517022
1429	0.1173282658
1430	0.1173122279
1431	0.1173072556
1432	0.1172843575
1433	0.1172676253
1434	0.1172623123
1435	0.117251804
1436	0.1172368023
1437	0.1172203649
1438	0.1172168146
1439	0.117194684
1440	0.1171813299
1441	0.1171764333
1442	0.1171731651
1443	0.1171432996
1444	0.1171247048
1445	0.1171107349
1446	0.1170906918
1447	0.1170749346
1448	0.1170663459
1449	0.1170519031
1450	0.1170383147
1451	0.1170278789
1452	0.1170176962
1453	0.1169748073
1454	0.1169692832
1455	0.1169381652
1456	0.116920659
1457	0.1169167367
1458	0.1169008707
1459	0.1168860084
1460	0.1168674607
1461	0.1168243241
1462	0.1167955211
1463	0.1167828303
1464	0.1167640985
1465	0.1167419066
1466	0.1167331328
1467	0.1167164991
1468	0.1167112157
1469	0.1166951497
1470	0.1166679438
1471	0.1166593222
1472	0.1166388961
1473	0.1166328223
1474	0.1166257166
1475	0.1166066981
1476	0.1165991778
1477	0.1165929637
1478	0.116565623
1479	0.1165352478
1480	0.1165153528
1481	0.1164803078
1482	0.1164679646
1483	0.1164482039
1484	0.1164364706
1485	0.1164227646
1486	0.1164049728
1487	0.1163908563
1488	0.1163503681
1489	0.1163426988
1490	0.1162750511
1491	0.1162663839
1492	0.1162551539
1493	0.1162282806
1494	0.1162178948
1495	0.1161800148
1496	0.1161580781
1497	0.1161528118
1498	0.1161381496
1499	0.1160905675
1500	0.1160627059
1501	0.1160293176
1502	0.1160256357
1503	0.1160227211
1504	0.1160123753
1505	0.1159925701
1506	0.1159771499
1507	0.1159500246
1508	0.1159049123
1509	0.11588707
1510	0.1158508273
1511	0.1158348067
1512	0.1158322453
1513	0.1158176881
1514	0.1158031323
