iter	MultiClass
1515	0.1157831042
1516	0.1157823424
1517	0.1157598204
1518	0.1157502618
1519	0.1157293123
1520	0.1157206139
1521	0.1156976554
1522	0.1156852452
1523	0.1156662442
1524	0.115662797
1525	0.1156441282
1526	0.1156416285
1527	0.1156313815
1528	0.1156147713
1529	0.1155932989
1530	0.1155703405
1531	0.1155483295
1532	0.11553232
1533	0.1155280166
1534	0.1155139891
1535	0.115494601
1536	0.1154893142
1537	0.1154670779
1538	0.115459166
1539	0.1154457904
1540	0.1154400588
1541	0.1154293292
1542	0.1154035345
1543	0.1154024718
1544	0.1153943362
1545	0.1153816369
1546	0.1153747541
1547	0.115371624
1548	0.1153571988
1549	0.1153492617
1550	0.115331259
1551	0.1153222617
1552	0.1153030399
1553	0.1152888722
1554	0.1152810088
1555	0.1152616464
1556	0.1152101216
1557	0.115200872
1558	0.1151765879
1559	0.1151624685
1560	0.115152476
1561	0.1151495025
1562	0.1151139273
1563	0.1151080243
1564	0.1151006102
1565	0.1150886579
1566	0.1150652813
1567	0.115050868
1568	0.115043028
1569	0.1150399319
1570	0.1150313663
1571	0.1149869541
1572	0.1149748706
1573	0.1149696919
1574	0.1149631257
1575	0.1149510223
1576	0.1149371575
1577	0.1149297782
1578	0.1149111173
1579	0.1149072936
1580	0.1148892519
1581	0.114866456
1582	0.1148562845
1583	0.1148422664
1584	0.1148262389
1585	0.1148097557
1586	0.1148016725
1587	0.1147977598
1588	0.1147706841
1589	0.1147611656
1590	0.1147562545
1591	0.11473852
1592	0.1147092422
1593	0.1146888048
1594	0.1146761525
1595	0.1146563656
1596	0.1146359962
1597	0.1146284524
1598	0.1146180695
1599	0.1146156064
1600	0.1145886628
1601	0.1145720779
1602	0.1145552101
1603	0.1145389646
1604	0.114520293
1605	0.1145015402
1606	0.1144918132
1607	0.1144560043
1608	0.1144449636
1609	0.1144431212
1610	0.1144266608
1611	0.1144233857
1612	0.1144077606
1613	0.1143970511
1614	0.1143756367
1615	0.1143585238
1616	0.1143500469
1617	0.114290274
1618	0.1142795566
1619	0.1142685582
1620	0.1142571685
1621	0.114256368
1622	0.1142497669
1623	0.1142418017
1624	0.1142263728
1625	0.1142124498
1626	0.1142047308
1627	0.1141891376
1628	0.114176361
1629	0.1141516589
1630	0.1141139178
1631	0.1141050478
1632	0.1140916124
1633	0.1140839246
1634	0.1140700202
1635	0.1140596674
1636	0.1140467776
1637	0.1140332018
1638	0.1140256507
1639	0.1140057033
1640	0.1140029934
1641	0.1139953912
1642	0.1139866566
1643	0.1139652578
1644	0.1139482338
1645	0.1139156591
1646	0.1138944848
1647	0.1138874134
1648	0.1138798399
1649	0.113869927
1650	0.1138626921
1651	0.1138518561
1652	0.1138351668
1653	0.1138168798
1654	0.1138079096
1655	0.1137556874
1656	0.1137459544
1657	0.1137324034
1658	0.113723083
1659	0.1137081278
1660	0.113696864
1661	0.1136847685
1662	0.1136621856
1663	0.1136578912
1664	0.1136440171
1665	0.1136291573
1666	0.113609536
1667	0.1135992309
1668	0.1135889768
1669	0.1135721829
1670	0.1135557634
1671	0.1135383321
1672	0.1135308578
1673	0.1134902583
1674	0.1134728847
1675	0.1134624057
1676	0.1134475899
1677	0.1134160709
1678	0.1134018145
1679	0.1133929565
1680	0.1133919547
1681	0.1133778432
1682	0.1133722017
1683	0.1133399891
1684	0.1133198917
1685	0.1133039404
1686	0.1132961417
1687	0.1132928051
1688	0.1132806118
1689	0.1132726768
1690	0.1132664521
1691	0.1132473951
1692	0.1132265119
1693	0.1132004655
1694	0.1131834949
1695	0.1131654706
1696	0.1131506626
1697	0.1131395092
1698	0.1131332525
1699	0.1130983833
1700	0.1130943631
1701	0.1130798113
1702	0.1130765401
1703	0.1130691228
1704	0.1130559711
1705	0.113031825
1706	0.11302565
1707	0.1130181964
1708	0.1130123602
1709	0.1130040718
1710	0.1129893799
1711	0.1129856131
1712	0.1129784938
1713	0.1129702123
1714	0.1129650469
1715	0.1129561977
1716	0.1129451902
1717	0.1128735553
1718	0.1128602917
1719	0.1128285938
1720	0.1128260305
1721	0.1128175613
1722	0.1128066859
1723	0.1127940337
1724	0.1127434084
1725	0.1127381943
1726	0.1127314044
1727	0.1127298567
1728	0.1127151183
1729	0.1127079695
1730	0.1126877672
1731	0.1126755248
1732	0.1126601797
1733	0.1126484233
1734	0.112617711
1735	0.1126028733
1736	0.1125879562
1737	0.11257202
1738	0.1125607661
1739	0.1125469224
1740	0.1125336942
1741	0.1125161761
1742	0.1125126883
1743	0.1124982921
1744	0.1124837373
1745	0.1124709283
1746	0.1124582647
1747	0.112456022
1748	0.1124287856
1749	0.1124228917
1750	0.1124203587
1751	0.1124150857
1752	0.1123830252
1753	0.112355843
1754	0.1123285573
1755	0.1123157533
1756	0.1123110219
1757	0.1122938022
1758	0.1122690026
1759	0.1122551847
1760	0.1122244182
1761	0.1122207065
1762	0.1121950698
1763	0.1121697457
1764	0.1121554813
1765	0.1121477945
1766	0.1121260007
1767	0.1121124232
1768	0.1120639713
1769	0.1120469765
1770	0.1120206784
1771	0.111994807
1772	0.1119825765
1773	0.1119584242
1774	0.1119399927
1775	0.111934201
1776	0.1119261205
1777	0.1119020259
1778	0.1118782632
1779	0.1118655586
1780	0.1118633786
1781	0.1118457494
1782	0.1118399842
1783	0.1118326662
1784	0.1118186588
1785	0.1118149953
1786	0.111782235
1787	0.1117779613
1788	0.1117724723
1789	0.1117542924
1790	0.1117378135
1791	0.1117047763
1792	0.1117005921
1793	0.1116833999
1794	0.1116690311
1795	0.1116612409
1796	0.1116448372
1797	0.1116379947
1798	0.1116190374
1799	0.1116071503
1800	0.1115972041
1801	0.1115734743
1802	0.1115605531
1803	0.1115555831
1804	0.1115423687
1805	0.1115322707
1806	0.1115231144
1807	0.1115087393
1808	0.1114971593
1809	0.1114908497
1810	0.1114854548
1811	0.1114825705
1812	0.1114731151
1813	0.1114662209
1814	0.1114460465
1815	0.1114431033
1816	0.1114115611
1817	0.1113817423
1818	0.1113784712
1819	0.1113771925
1820	0.1113328836
1821	0.1112873869
1822	0.1112664377
1823	0.111261512
1824	0.1112468114
1825	0.1112335625
1826	0.1112185912
1827	0.1112090073
1828	0.1111923254
1829	0.1111868484
1830	0.1111555061
1831	0.1111504803
1832	0.1111355497
1833	0.1111164982
1834	0.1111080443
1835	0.1111046394
1836	0.1110934148
1837	0.1110787992
1838	0.111068578
1839	0.1110636119
1840	0.1110491649
1841	0.1110365295
1842	0.1110247961
1843	0.1110034986
1844	0.1109773407
1845	0.1109741431
1846	0.1109589027
1847	0.110952423
1848	0.1109451233
1849	0.1109236214
1850	0.1109059819
1851	0.1109001918
1852	0.1108910295
1853	0.110886729
1854	0.1108803091
1855	0.110873271
1856	0.1108407977
1857	0.1108291302
1858	0.1108210774
1859	0.1108017474
1860	0.1107869242
1861	0.1107662585
1862	0.1107623493
1863	0.1107510287
1864	0.1107179381
1865	0.1107085759
1866	0.1106985392
1867	0.1106811093
1868	0.1106701927
1869	0.1106623862
1870	0.1106551041
1871	0.1106450313
1872	0.1105958402
1873	0.1105850775
1874	0.1105751752
1875	0.1105644611
1876	0.1105602163
1877	0.1105325944
1878	0.1105291242
1879	0.1105151497
1880	0.1105077097
1881	0.1104833983
1882	0.1104695519
1883	0.1104589876
1884	0.1104551317
1885	0.1104185867
1886	0.1104155142
1887	0.1104112513
1888	0.110394206
1889	0.1103859628
1890	0.1103770795
1891	0.1103464689
1892	0.1103320057
1893	0.1103182485
1894	0.1103031578
1895	0.1102808089
1896	0.1102384602
1897	0.1102301463
1898	0.1102239791
1899	0.1102169482
1900	0.1101968542
1901	0.1101858825
1902	0.1101729117
1903	0.1101707693
1904	0.1101482161
1905	0.110140305
1906	0.1101184538
1907	0.1101130118
1908	0.1101075139
1909	0.1101003426
1910	0.1100967128
1911	0.1100871319
1912	0.1100524557
1913	0.1100407125
1914	0.1100252888
1915	0.1100164023
1916	0.1099998749
1917	0.1099925511
1918	0.1099847056
1919	0.1099750576
1920	0.1099683089
1921	0.109953705
1922	0.1099401869
1923	0.1099262419
1924	0.1099188629
1925	0.1098786264
1926	0.10985256
1927	0.1098368235
1928	0.1098316517
1929	0.1098276768
1930	0.1098076125
1931	0.1097923669
1932	0.1097882132
1933	0.1097713122
1934	0.1097681515
1935	0.1097641561
1936	0.1097597183
1937	0.1097484684
1938	0.1097466611
1939	0.1097276013
1940	0.1097110067
1941	0.1096974441
1942	0.1096816979
1943	0.1096760966
1944	0.1096522231
1945	0.1096445695
1946	0.1096322259
1947	0.1096016224
1948	0.1095989801
1949	0.1095962418
1950	0.1095738343
1951	0.1095274294
1952	0.1095213354
1953	0.1095147434
1954	0.1094993065
1955	0.1094874161
1956	0.109451357
1957	0.1094354438
1958	0.1094312511
1959	0.1094154597
1960	0.109397324
1961	0.1093944892
1962	0.109390322
1963	0.1093875983
1964	0.1093702453
1965	0.1093660706
1966	0.1093563915
1967	0.1093428751
1968	0.1093206083
1969	0.109303036
1970	0.1092894591
1971	0.10925424
1972	0.1092516865
1973	0.1092463276
1974	0.1092254118
1975	0.1092112805
1976	0.109204131
1977	0.1091968215
1978	0.1091921243
1979	0.1091829992
1980	0.1091613951
1981	0.1091525224
1982	0.1091500474
1983	0.1091441434
1984	0.1091380947
1985	0.1091339062
1986	0.1091229745
1987	0.1091069024
1988	0.1090758177
1989	0.1090661009
1990	0.1090436303
1991	0.1090359013
1992	0.1090330411
1993	0.108997847
1994	0.1089842169
1995	0.1089791605
1996	0.1089661341
1997	0.1089286254
1998	0.1089217717
1999	0.1089104491
2000	0.1089058278
2001	0.1088994771
2002	0.1088769245
2003	0.1088521244
2004	0.1088455946
2005	0.1088410248
2006	0.1088279426
2007	0.1088035304
2008	0.1088015827
2009	0.1087940621
2010	0.1087860201
2011	0.108771964
2012	0.1087652556
2013	0.1087578723
2014	0.1087500526
2015	0.1087414773
2016	0.1087360917
2017	0.1087333926
2018	0.1087275128
2019	0.1087142142
2020	0.1087037053
2021	0.1087000012
2022	0.1086966485
2023	0.1086895919
2024	0.1086867655
2025	0.1086615555
2026	0.1086564295
2027	0.1086446238
2028	0.1086379189
2029	0.1086260201
2030	0.1086132452
2031	0.1086064664
2032	0.1086000037
2033	0.1085878898
2034	0.1085600532
2035	0.1085583058
2036	0.1085354598
2037	0.1085207707
2038	0.1085117163
2039	0.1084894484
2040	0.1084732535
2041	0.1084613109
2042	0.1084505769
2043	0.1084301338
2044	0.1084053756
2045	0.1083901072
2046	0.1083502235
2047	0.1083400078
2048	0.1083147975
2049	0.1083010368
2050	0.1082705414
2051	0.1082658338
2052	0.1082553841
2053	0.1082500305
2054	0.1082431221
2055	0.1081977883
2056	0.108192599
2057	0.1081864274
2058	0.108158653
2059	0.1081498371
2060	0.1081363716
2061	0.1081303892
2062	0.1080700934
2063	0.1080557814
2064	0.1080295446
2065	0.1080063835
2066	0.1079880037
2067	0.1079654498
2068	0.1079554444
2069	0.1079404936
2070	0.1079277756
2071	0.1079060352
2072	0.107891705
2073	0.1078853165
2074	0.1078696664
2075	0.107859261
2076	0.1078233806
2077	0.1078066175
2078	0.1077768804
2079	0.1077747238
2080	0.1077700987
2081	0.1077653778
2082	0.1077584675
2083	0.1077456944
2084	0.107736688
2085	0.1077234186
2086	0.1077138743
2087	0.1077062142
2088	0.1076950745
2089	0.1076757709
2090	0.1076578957
2091	0.1076544628
2092	0.1076519053
2093	0.1076174417
2094	0.1076090403
2095	0.1075840044
2096	0.1075727523
2097	0.1075676
2098	0.1075538248
2099	0.1075489628
2100	0.1075364773
2101	0.1075355205
2102	0.1075173637
2103	0.1075129857
2104	0.1074949578
2105	0.1074845963
2106	0.1074723819
2107	0.1074690531
2108	0.107436695
2109	0.1074263534
2110	0.107408775
2111	0.1074044362
2112	0.1073919308
2113	0.1073749863
2114	0.1073551231
2115	0.1073528214
2116	0.1073493579
2117	0.1073427253
2118	0.1073318553
2119	0.107322038
2120	0.1072939281
2121	0.107283713
2122	0.1072782624
2123	0.1072640254
2124	0.1072599531
2125	0.1072386459
2126	0.1072336017
2127	0.1072047156
2128	0.1071939453
2129	0.1071904639
2130	0.1071850339
2131	0.1071772025
2132	0.1071750167
2133	0.10716356
2134	0.1071154657
2135	0.1071122705
2136	0.1071065635
2137	0.107099821
2138	0.1070799422
2139	0.1070643393
2140	0.1070556321
2141	0.107050007
2142	0.1070455517
2143	0.1070120898
2144	0.1069999765
2145	0.1069974896
2146	0.1069921103
2147	0.106981014
2148	0.1069619686
2149	0.1069446525
2150	0.1069310725
2151	0.1069277547
2152	0.106902641
2153	0.1068925968
2154	0.106877839
2155	0.1068465995
2156	0.1068273091
2157	0.1068256341
2158	0.1068164989
2159	0.1068120727
2160	0.106809309
2161	0.1068038973
2162	0.1067890823
2163	0.1067572125
2164	0.1067335578
2165	0.1067226059
2166	0.1067148425
2167	0.1067089242
2168	0.1066871091
2169	0.1066725886
2170	0.1066570915
2171	0.1066485487
2172	0.1066397014
2173	0.1066310967
2174	0.1065879105
2175	0.1065753563
2176	0.1065544869
2177	0.1065451566
2178	0.1065150382
2179	0.1064976251
2180	0.1064826164
2181	0.1064754784
2182	0.1064594155
2183	0.1064476155
2184	0.1064259448
2185	0.1064117473
2186	0.1063806896
2187	0.1063732086
2188	0.1063619693
2189	0.1063387799
2190	0.106321571
2191	0.1063024415
2192	0.1062924901
2193	0.106291157
2194	0.1062878538
2195	0.1062797038
2196	0.1062762824
2197	0.1062592107
2198	0.1062445361
2199	0.1062336117
2200	0.106220201
2201	0.1062055653
2202	0.1061946176
2203	0.1061808277
2204	0.1061622091
2205	0.1061469184
2206	0.1061365714
2207	0.1061331502
2208	0.1060942799
2209	0.1060902576
2210	0.1060788951
2211	0.1060736982
2212	0.1060633195
2213	0.106029311
2214	0.1060179086
2215	0.1060062144
2216	0.1059667886
2217	0.1059471609
2218	0.1059427478
2219	0.1059334807
2220	0.1059166635
2221	0.1058971087
2222	0.1058900734
2223	0.1058749933
2224	0.1058619552
2225	0.1058512742
2226	0.1058476512
2227	0.1058307253
2228	0.1058136903
2229	0.1057840992
2230	0.1057765287
2231	0.1057737994
2232	0.1057657848
2233	0.1057588787
2234	0.1057461745
2235	0.1057273649
2236	0.1056972438
2237	0.1056823543
2238	0.1056650042
2239	0.1056498861
2240	0.1056490684
2241	0.1056398579
2242	0.1056285305
2243	0.1056129972
2244	0.1055970396
2245	0.1055854942
2246	0.1055774757
2247	0.1055356492
2248	0.1055243178
2249	0.1055156475
2250	0.1055019862
2251	0.1054924249
2252	0.105459213
2253	0.1054471862
2254	0.105421964
2255	0.1054144696
2256	0.1054105151
2257	0.1053902784
2258	0.105371
2259	0.1053467165
2260	0.1053365883
2261	0.105328236
2262	0.1053067715
2263	0.1052903728
2264	0.1052758559
2265	0.1052531572
2266	0.1052230287
2267	0.1052112606
2268	0.1052004735
2269	0.1051925515
2270	0.1051785297
2271	0.1051736749
2272	0.1051721212
2273	0.1051532638
2274	0.1051442466
2275	0.1051243672
2276	0.1051081815
2277	0.1051066918
2278	0.1050952713
2279	0.1050763689
2280	0.1050617952
2281	0.1050361865
2282	0.1050227697
2283	0.1050159831
2284	0.1049941362
2285	0.1049778566
2286	0.1049647053
2287	0.1049495572
2288	0.1049351511
2289	0.1049208532
2290	0.1049154016
2291	0.1049071631
2292	0.1048981462
2293	0.1048845749
2294	0.1048799059
2295	0.1048489981
2296	0.1048403265
2297	0.1048327624
2298	0.1048299196
2299	0.1048186211
2300	0.1048087442
2301	0.1048010675
2302	0.1047962939
2303	0.1047919694
2304	0.1047631041
2305	0.1047601028
2306	0.1047468625
2307	0.1047312674
2308	0.1047234744
2309	0.1047115878
2310	0.1046923277
2311	0.1046648231
2312	0.1046573397
2313	0.1046328077
2314	0.1046193265
2315	0.104603319
2316	0.1045881765
2317	0.1045737911
2318	0.1045674182
2319	0.1045554785
2320	0.1045467185
2321	0.1045423027
2322	0.1045352503
2323	0.1045170667
2324	0.104489513
2325	0.1044651387
2326	0.1044505494
2327	0.1044469685
2328	0.1044399131
2329	0.1044337859
2330	0.1044310288
2331	0.10442415
2332	0.1044176354
2333	0.1044160623
2334	0.1043914159
2335	0.1043886418
2336	0.1043865837
2337	0.1043752575
2338	0.1043521683
2339	0.1043171469
2340	0.1043091142
2341	0.1043035083
2342	0.104289561
2343	0.1042800686
2344	0.1042546895
2345	0.104235538
2346	0.1042314296
2347	0.1041937012
2348	0.1041902872
2349	0.1041654649
2350	0.1041585737
2351	0.1041412731
2352	0.1041321915
2353	0.104128231
2354	0.1040994946
2355	0.1040915611
2356	0.1040866985
2357	0.1040788604
2358	0.1040666622
2359	0.1040564739
2360	0.1040392606
2361	0.104034308
2362	0.1040201233
2363	0.1040152445
2364	0.1040051085
2365	0.103982703
2366	0.1039782705
2367	0.1039685802
2368	0.1039635565
2369	0.1039551322
2370	0.1039267324
2371	0.1039116952
2372	0.1039019159
2373	0.1038980152
2374	0.1038830829
2375	0.1038693841
2376	0.1038523597
2377	0.1038310044
2378	0.1038282494
2379	0.1038264879
2380	0.1038149087
2381	0.1037975335
2382	0.1037937797
2383	0.1037892144
2384	0.1037802878
2385	0.103776849
2386	0.1037627499
2387	0.1037516668
2388	0.1037430945
2389	0.1037199826
2390	0.1037157077
2391	0.1037077188
2392	0.1037059
2393	0.1037017456
2394	0.1036960885
2395	0.1036833229
2396	0.1036592665
2397	0.1036459433
2398	0.1036328547
2399	0.1036267249
2400	0.1036095539
2401	0.103607114
2402	0.103593704
2403	0.1035814465
2404	0.1035715763
2405	0.1035654128
2406	0.1035456589
2407	0.103528448
2408	0.1035057214
2409	0.1035013167
2410	0.1034973026
2411	0.103481398
2412	0.1034691474
2413	0.1034621433
2414	0.103456748
2415	0.1034445596
2416	0.1034131529
2417	0.103399742
2418	0.1033713286
2419	0.1033641462
2420	0.1033527475
2421	0.103347466
2422	0.1033347199
2423	0.1032993514
2424	0.1032912618
2425	0.10327717
2426	0.1032723558
2427	0.1032673819
2428	0.1032541561
2429	0.1032484852
2430	0.1032223674
2431	0.1032176711
2432	0.1032143482
2433	0.1032087434
2434	0.1032046303
2435	0.1032028741
2436	0.1031728318
2437	0.103165234
2438	0.1031582606
2439	0.1031508199
2440	0.1031376495
2441	0.1031217097
2442	0.1031028351
2443	0.1030952103
2444	0.1030845184
2445	0.1030667252
2446	0.1030507673
2447	0.1030218072
2448	0.1030170436
2449	0.1030027137
2450	0.1029994316
2451	0.1029951976
2452	0.102986967
2453	0.1029750991
2454	0.1029640349
2455	0.1029612442
2456	0.1029421266
2457	0.1029351566
2458	0.1029329282
2459	0.1029189897
2460	0.1029093601
2461	0.1028924009
2462	0.1028842249
2463	0.1028687849
2464	0.1028565094
2465	0.1028410407
2466	0.1028257749
2467	0.1028129354
2468	0.1027965962
2469	0.1027902822
2470	0.1027827401
2471	0.1027793387
2472	0.1027778286
2473	0.1027761726
2474	0.1027667604
2475	0.1027601333
2476	0.1027513527
2477	0.1027335121
2478	0.1027226229
2479	0.1027175952
2480	0.1026999135
2481	0.102684705
2482	0.102672143
2483	0.102663951
2484	0.1026613967
2485	0.1026581227
2486	0.1026511704
2487	0.1026127646
2488	0.1026028854
2489	0.10259013
2490	0.1025854527
2491	0.1025685683
2492	0.1025634392
2493	0.1025567002
2494	0.1025374367
2495	0.1025075611
2496	0.1024908988
2497	0.1024855189
2498	0.1024748596
2499	0.10246868
